Song ID,Title,Artist,Album,Genre,Release Year,Duration (sec),Popularity,Streams/Views (Millions),Language,Country,Platform,Playlist Name,Listener Age Group,User Rating,Comments Count
YOU_434,Song 434,Artist 134,Album 34,Rock,2012,363,53,39.32,English,India,YouTube,Playlist 34,19-24,2.97,3283
YOU_435,Song 435,Artist 135,Album 35,Pop,1981,245,96,207.44,Other,Canada,YouTube,Playlist 35,45+,3.29,3323
YOU_436,Song 436,Artist 136,Album 36,Rock,1970,131,59,339.76,Other,Germany,YouTube,Playlist 36,25-34,3.28,445
YOU_437,Song 437,Artist 137,Album 37,Country,1989,135,74,119.16,Other,Canada,YouTube,Playlist 37,25-34,2.64,1025
YOU_438,Song 438,Artist 138,Album 38,EDM,1997,327,39,42.9,Japanese,USA,YouTube,Playlist 38,25-34,1.77,9963
YOU_439,Song 439,Artist 139,Album 39,Rock,2012,162,15,385.24,English,Australia,YouTube,Playlist 39,13-18,3.98,1359
YOU_440,Song 440,Artist 140,Album 40,Hip-Hop,2006,254,71,315.46,Other,Canada,YouTube,Playlist 40,13-18,1.51,8210
YOU_441,Song 441,Artist 141,Album 41,EDM,2016,347,29,494.26,Japanese,UK,YouTube,Playlist 41,25-34,1.42,6113
YOU_442,Song 442,Artist 142,Album 42,Rock,2006,230,3,172.81,French,India,YouTube,Playlist 42,35-44,3.84,8752
YOU_443,Song 443,Artist 143,Album 43,Country,1981,279,83,31.82,Korean,Germany,YouTube,Playlist 43,35-44,1.84,471
YOU_444,Song 444,Artist 144,Album 44,EDM,2006,383,10,367.44,Other,Brazil,YouTube,Playlist 44,13-18,2.23,27
YOU_445,Song 445,Artist 145,Album 45,Country,2018,344,92,261.34,English,USA,YouTube,Playlist 45,25-34,2.9,8751
YOU_446,Song 446,Artist 146,Album 46,Rock,2018,336,29,107.39,Japanese,Brazil,YouTube,Playlist 46,35-44,2.8,3236
YOU_447,Song 447,Artist 147,Album 47,Country,2013,164,79,391.08,Japanese,India,YouTube,Playlist 47,13-18,3.83,9136
YOU_448,Song 448,Artist 148,Album 48,Hip-Hop,1997,333,35,102.67,French,Canada,YouTube,Playlist 48,25-34,3.49,3948
YOU_449,Song 449,Artist 149,Album 49,Rock,2016,178,6,131.07,German,Brazil,YouTube,Playlist 49,19-24,3.58,6172
YOU_450,Song 450,Artist 150,Album 50,Rock,1984,251,12,47.17,Korean,UK,YouTube,Playlist 50,25-34,3.86,1979
YOU_451,Song 451,Artist 151,Album 51,Rock,1975,223,38,200.32,German,Canada,YouTube,Playlist 51,25-34,2.17,4921
YOU_452,Song 452,Artist 152,Album 52,Pop,2013,314,77,210.05,English,India,YouTube,Playlist 52,45+,2.29,9007
YOU_453,Song 453,Artist 153,Album 53,Pop,1989,276,93,257.77,Korean,Brazil,YouTube,Playlist 53,45+,2.75,2326
YOU_454,Song 454,Artist 154,Album 54,Pop,2019,217,19,354.77,French,Australia,YouTube,Playlist 54,19-24,2.23,2330
YOU_455,Song 455,Artist 155,Album 55,Hip-Hop,1983,345,67,453.14,English,USA,YouTube,Playlist 55,19-24,4.94,7646
YOU_456,Song 456,Artist 156,Album 56,EDM,1971,324,8,69.73,Korean,Brazil,YouTube,Playlist 56,25-34,4.26,1002
YOU_457,Song 457,Artist 157,Album 57,Country,1978,198,8,28.12,Korean,Australia,YouTube,Playlist 57,35-44,1.66,9734
YOU_458,Song 458,Artist 158,Album 58,Classical,2006,243,84,10.25,German,Australia,YouTube,Playlist 58,19-24,1.02,6448
YOU_459,Song 459,Artist 159,Album 59,Rock,1989,337,47,72.67,English,Brazil,YouTube,Playlist 59,25-34,1.17,6837
YOU_460,Song 460,Artist 160,Album 60,Country,1995,123,4,329.32,French,Germany,YouTube,Playlist 60,13-18,1.98,6467
YOU_461,Song 461,Artist 161,Album 61,Rock,1998,209,51,364.01,French,Brazil,YouTube,Playlist 61,45+,1.46,9421
YOU_462,Song 462,Artist 162,Album 62,Hip-Hop,1970,223,85,393.47,English,India,YouTube,Playlist 62,35-44,3.13,7354
YOU_463,Song 463,Artist 163,Album 63,Rock,2004,238,67,122.61,English,Australia,YouTube,Playlist 63,25-34,4.43,2529
YOU_464,Song 464,Artist 164,Album 64,Pop,1975,252,45,153.64,Japanese,USA,YouTube,Playlist 64,13-18,3.95,1430
YOU_465,Song 465,Artist 165,Album 65,Classical,2006,215,8,242.08,Spanish,India,YouTube,Playlist 65,45+,1.86,3912
YOU_466,Song 466,Artist 166,Album 66,Jazz,2022,262,87,32.53,German,UK,YouTube,Playlist 66,13-18,2.6,1532
YOU_467,Song 467,Artist 167,Album 67,Rock,1974,407,16,305.96,English,Canada,YouTube,Playlist 67,25-34,3.03,1892
YOU_468,Song 468,Artist 168,Album 68,Country,2002,147,77,491.88,English,Brazil,YouTube,Playlist 68,19-24,4.24,1421
YOU_469,Song 469,Artist 169,Album 69,Pop,2018,397,67,181.04,Spanish,Germany,YouTube,Playlist 69,45+,4.36,8582
YOU_470,Song 470,Artist 170,Album 70,Jazz,2020,352,9,376.67,Spanish,USA,YouTube,Playlist 70,13-18,4.64,5768
YOU_471,Song 471,Artist 171,Album 71,Classical,1983,136,60,250.52,Korean,Germany,YouTube,Playlist 71,19-24,3.04,2818
YOU_472,Song 472,Artist 172,Album 72,Jazz,1981,178,78,64.78,Other,Germany,YouTube,Playlist 72,35-44,3.78,5617
YOU_473,Song 473,Artist 173,Album 73,Pop,2011,209,77,291.54,French,Germany,YouTube,Playlist 73,25-34,1.45,1195
YOU_474,Song 474,Artist 174,Album 74,EDM,1989,318,71,150.64,German,Brazil,YouTube,Playlist 74,25-34,3.26,6229
YOU_475,Song 475,Artist 175,Album 75,EDM,2022,145,15,18.17,Korean,USA,YouTube,Playlist 75,45+,1.99,9049
YOU_476,Song 476,Artist 176,Album 76,Jazz,2019,144,71,317.83,English,USA,YouTube,Playlist 76,13-18,2.73,5305
YOU_477,Song 477,Artist 177,Album 77,Hip-Hop,1993,386,98,429.61,Spanish,Australia,YouTube,Playlist 77,35-44,3.54,9708
YOU_478,Song 478,Artist 178,Album 78,Country,2012,300,41,173.04,Japanese,Germany,YouTube,Playlist 78,45+,2.03,8077
YOU_479,Song 479,Artist 179,Album 79,Country,2003,187,22,195.76,French,Australia,YouTube,Playlist 79,45+,1.21,9345
YOU_480,Song 480,Artist 180,Album 80,Jazz,1994,168,24,445.62,Korean,Australia,YouTube,Playlist 80,13-18,1.04,842
YOU_481,Song 481,Artist 181,Album 81,Rock,2019,294,44,406.99,Japanese,Canada,YouTube,Playlist 81,35-44,1.09,5200
YOU_482,Song 482,Artist 182,Album 82,Rock,1998,171,1,357.76,French,Brazil,YouTube,Playlist 82,13-18,1.03,5921
YOU_483,Song 483,Artist 183,Album 83,Country,2008,221,10,125.15,Other,Brazil,YouTube,Playlist 83,25-34,1.44,9874
YOU_484,Song 484,Artist 184,Album 84,Country,2000,335,80,455.2,Other,India,YouTube,Playlist 84,19-24,1.96,294
YOU_485,Song 485,Artist 185,Album 85,EDM,2016,307,72,78.05,Japanese,Australia,YouTube,Playlist 85,25-34,1.88,6097
YOU_486,Song 486,Artist 186,Album 86,Hip-Hop,2012,176,56,313.76,Spanish,Brazil,YouTube,Playlist 86,25-34,4.95,6412
YOU_487,Song 487,Artist 187,Album 87,Pop,2019,166,89,15.37,Korean,Germany,YouTube,Playlist 87,45+,2.22,8836
YOU_488,Song 488,Artist 188,Album 88,Rock,1992,278,50,322.22,Korean,UK,YouTube,Playlist 88,25-34,1.51,6678
YOU_489,Song 489,Artist 189,Album 89,Country,2013,293,12,139.3,Other,Germany,YouTube,Playlist 89,35-44,3.18,5020
YOU_490,Song 490,Artist 190,Album 90,EDM,2007,361,89,225.39,French,USA,YouTube,Playlist 90,25-34,4.43,5743
YOU_491,Song 491,Artist 191,Album 91,Classical,1989,401,81,173.29,Japanese,Brazil,YouTube,Playlist 91,35-44,3.71,110
YOU_492,Song 492,Artist 192,Album 92,EDM,1992,360,60,87.21,Spanish,Brazil,YouTube,Playlist 92,13-18,2.18,8775
YOU_493,Song 493,Artist 193,Album 93,Rock,2014,124,26,311.37,English,India,YouTube,Playlist 93,45+,3.25,9678
YOU_494,Song 494,Artist 194,Album 94,Rock,2021,203,78,441.11,Korean,Australia,YouTube,Playlist 94,35-44,3.86,4864
YOU_495,Song 495,Artist 195,Album 95,EDM,1985,367,41,479.58,English,UK,YouTube,Playlist 95,25-34,3.91,1648
YOU_496,Song 496,Artist 196,Album 96,Pop,2019,173,36,96.98,Spanish,Brazil,YouTube,Playlist 96,45+,3.67,6381
YOU_497,Song 497,Artist 197,Album 97,Jazz,2011,280,23,358.97,Other,India,YouTube,Playlist 97,45+,4.48,2381
YOU_498,Song 498,Artist 198,Album 98,Rock,1977,345,43,332.51,Korean,India,YouTube,Playlist 98,35-44,4.48,105
YOU_499,Song 499,Artist 199,Album 99,EDM,2019,134,6,172.35,Korean,UK,YouTube,Playlist 99,35-44,3.32,5818
YOU_500,Song 500,Artist 200,Album 100,Country,1990,343,69,10.53,Japanese,Germany,YouTube,Playlist 0,19-24,2.72,9886
YOU_501,Song 501,Artist 201,Album 101,EDM,1970,180,43,345.21,English,Germany,YouTube,Playlist 1,19-24,3.57,9925
YOU_502,Song 502,Artist 202,Album 102,Hip-Hop,1977,241,25,472.8,Other,Germany,YouTube,Playlist 2,45+,4.27,381
YOU_503,Song 503,Artist 203,Album 103,Jazz,1998,396,18,316.43,Japanese,Canada,YouTube,Playlist 3,19-24,1.02,4356
YOU_504,Song 504,Artist 204,Album 104,Classical,2001,165,62,218.21,German,Australia,YouTube,Playlist 4,25-34,4.97,5918
YOU_505,Song 505,Artist 205,Album 105,Pop,2007,413,13,263.05,English,Australia,YouTube,Playlist 5,13-18,1.73,1316
YOU_506,Song 506,Artist 206,Album 106,Classical,1974,181,43,100.61,English,Germany,YouTube,Playlist 6,45+,2.88,5454
YOU_507,Song 507,Artist 207,Album 107,Jazz,2016,205,78,375.52,German,UK,YouTube,Playlist 7,13-18,4.49,4074
YOU_508,Song 508,Artist 208,Album 108,Jazz,1991,329,28,373.46,Spanish,Canada,YouTube,Playlist 8,19-24,1.9,4804
YOU_509,Song 509,Artist 209,Album 109,Jazz,2016,197,18,73.61,Spanish,Australia,YouTube,Playlist 9,35-44,2.91,906
YOU_510,Song 510,Artist 210,Album 110,Classical,2003,321,59,439.11,Korean,Germany,YouTube,Playlist 10,45+,1.53,7621
YOU_511,Song 511,Artist 211,Album 111,Country,1970,342,60,135.33,French,Canada,YouTube,Playlist 11,19-24,2.58,662
YOU_512,Song 512,Artist 212,Album 112,Jazz,1995,341,63,491.15,Japanese,UK,YouTube,Playlist 12,25-34,1.71,6718
YOU_513,Song 513,Artist 213,Album 113,EDM,2012,122,57,192.07,French,Germany,YouTube,Playlist 13,45+,2.45,8654
YOU_514,Song 514,Artist 214,Album 114,Classical,1979,125,92,89.76,Korean,USA,YouTube,Playlist 14,45+,2.49,942
YOU_515,Song 515,Artist 215,Album 115,Jazz,1999,212,51,176.51,French,Brazil,YouTube,Playlist 15,35-44,4.97,8349
YOU_516,Song 516,Artist 216,Album 116,EDM,2019,127,56,220.65,English,UK,YouTube,Playlist 16,45+,4.98,6415
YOU_517,Song 517,Artist 217,Album 117,Country,1987,354,27,35.58,English,India,YouTube,Playlist 17,35-44,1.46,3309
YOU_518,Song 518,Artist 218,Album 118,Hip-Hop,1986,227,32,289.53,German,India,YouTube,Playlist 18,19-24,3.9,1326
YOU_519,Song 519,Artist 219,Album 119,Country,1995,280,9,299.22,German,UK,YouTube,Playlist 19,25-34,1.21,2106
YOU_520,Song 520,Artist 220,Album 120,Jazz,1977,328,96,369.73,Korean,India,YouTube,Playlist 20,25-34,1.12,4799
YOU_521,Song 521,Artist 221,Album 121,Classical,2016,359,84,15.56,Korean,Australia,YouTube,Playlist 21,45+,1.42,8839
YOU_522,Song 522,Artist 222,Album 122,Rock,2009,169,92,271.08,Other,UK,YouTube,Playlist 22,45+,4.86,2938
YOU_523,Song 523,Artist 223,Album 123,Jazz,2018,130,97,27.4,Korean,USA,YouTube,Playlist 23,19-24,4.76,2483
YOU_524,Song 524,Artist 224,Album 124,Rock,1981,275,68,350.87,English,UK,YouTube,Playlist 24,35-44,1.78,1375
YOU_525,Song 525,Artist 225,Album 125,EDM,1996,189,46,28.81,French,Germany,YouTube,Playlist 25,25-34,1.65,7856
YOU_526,Song 526,Artist 226,Album 126,Hip-Hop,1977,288,98,455.95,Japanese,Germany,YouTube,Playlist 26,35-44,1.96,244
YOU_527,Song 527,Artist 227,Album 127,Pop,1994,391,67,351.34,Other,Canada,YouTube,Playlist 27,19-24,3.06,2348
YOU_528,Song 528,Artist 228,Album 128,Country,2015,187,26,254.19,Other,India,YouTube,Playlist 28,25-34,3.28,9059
YOU_529,Song 529,Artist 229,Album 129,Hip-Hop,1973,371,8,221.31,Other,Brazil,YouTube,Playlist 29,25-34,1.89,479
YOU_530,Song 530,Artist 230,Album 130,Jazz,2002,167,6,66.21,Korean,India,YouTube,Playlist 30,13-18,4.03,1935
YOU_531,Song 531,Artist 231,Album 131,Rock,1970,303,80,146.21,Korean,Australia,YouTube,Playlist 31,19-24,2.24,5757
YOU_532,Song 532,Artist 232,Album 132,Country,1988,306,24,434.61,English,UK,YouTube,Playlist 32,19-24,4.69,87
YOU_533,Song 533,Artist 233,Album 133,Rock,2000,209,48,452.32,Japanese,Brazil,YouTube,Playlist 33,13-18,3.63,9432
YOU_534,Song 534,Artist 234,Album 134,Classical,1985,258,94,1.37,English,Brazil,YouTube,Playlist 34,35-44,2.75,8764
YOU_535,Song 535,Artist 235,Album 135,Rock,1983,208,45,297.47,Japanese,India,YouTube,Playlist 35,13-18,4.16,9005
YOU_536,Song 536,Artist 236,Album 136,Classical,2022,393,13,359.93,English,Brazil,YouTube,Playlist 36,19-24,4.27,178
YOU_537,Song 537,Artist 237,Album 137,EDM,2017,138,69,309.75,French,Brazil,YouTube,Playlist 37,35-44,2.16,9917
YOU_538,Song 538,Artist 238,Album 138,Country,1974,273,25,41.76,Korean,Germany,YouTube,Playlist 38,25-34,2.36,162
YOU_539,Song 539,Artist 239,Album 139,Country,2010,379,20,109.64,Spanish,USA,YouTube,Playlist 39,13-18,4.74,2640
YOU_540,Song 540,Artist 240,Album 140,Pop,1995,227,82,125.92,Spanish,UK,YouTube,Playlist 40,35-44,1.66,9197
YOU_541,Song 541,Artist 241,Album 141,Jazz,1997,404,82,416.03,Korean,India,YouTube,Playlist 41,35-44,1.17,2348
YOU_542,Song 542,Artist 242,Album 142,Classical,1971,178,66,232.14,Other,Germany,YouTube,Playlist 42,35-44,2.82,2421
YOU_543,Song 543,Artist 243,Album 143,Pop,2019,244,74,243.93,Korean,Australia,YouTube,Playlist 43,13-18,4.2,4298
YOU_544,Song 544,Artist 244,Album 144,Rock,1975,392,45,467.51,Korean,Australia,YouTube,Playlist 44,25-34,4.09,4142
YOU_545,Song 545,Artist 245,Album 145,Rock,1978,226,47,318.91,Korean,Canada,YouTube,Playlist 45,35-44,4.68,4503
YOU_546,Song 546,Artist 246,Album 146,Pop,2002,418,63,449.44,Other,Brazil,YouTube,Playlist 46,13-18,3.13,1217
YOU_547,Song 547,Artist 247,Album 147,Country,2010,364,76,228.8,Japanese,Brazil,YouTube,Playlist 47,19-24,1.4,2474
YOU_548,Song 548,Artist 248,Album 148,Rock,1994,366,77,75.57,French,India,YouTube,Playlist 48,13-18,3.35,929
YOU_549,Song 549,Artist 249,Album 149,EDM,2017,127,55,465.04,Spanish,USA,YouTube,Playlist 49,13-18,4.11,7958
YOU_550,Song 550,Artist 250,Album 150,EDM,1982,260,75,229.89,German,USA,YouTube,Playlist 50,13-18,1.37,8508
YOU_551,Song 551,Artist 251,Album 151,Pop,1978,127,19,91.63,Spanish,India,YouTube,Playlist 51,35-44,1.69,1502
YOU_552,Song 552,Artist 252,Album 152,Classical,2022,213,35,151.9,Spanish,India,YouTube,Playlist 52,13-18,1.05,420
YOU_553,Song 553,Artist 253,Album 153,Classical,1982,158,53,26.35,Other,Germany,YouTube,Playlist 53,19-24,3.37,5830
YOU_554,Song 554,Artist 254,Album 154,Pop,2000,200,26,234.68,English,Australia,YouTube,Playlist 54,35-44,4.55,4358
YOU_555,Song 555,Artist 255,Album 155,Classical,2010,306,14,426.71,Korean,India,YouTube,Playlist 55,19-24,3.68,1449
YOU_556,Song 556,Artist 256,Album 156,Country,1980,203,45,466.86,Korean,Australia,YouTube,Playlist 56,45+,4.93,5811
YOU_557,Song 557,Artist 257,Album 157,Country,1973,207,44,466.37,Korean,Canada,YouTube,Playlist 57,13-18,1.25,8619
YOU_558,Song 558,Artist 258,Album 158,Classical,2003,361,88,63.49,English,Australia,YouTube,Playlist 58,35-44,4.61,7871
YOU_559,Song 559,Artist 259,Album 159,EDM,2007,212,65,191.64,Other,Germany,YouTube,Playlist 59,35-44,4.26,8588
YOU_560,Song 560,Artist 260,Album 160,Classical,2015,205,51,15.09,French,Brazil,YouTube,Playlist 60,13-18,2.26,8987
YOU_561,Song 561,Artist 261,Album 161,Country,1973,163,43,427.73,French,Brazil,YouTube,Playlist 61,25-34,4.89,106
YOU_562,Song 562,Artist 262,Album 162,Hip-Hop,2007,256,86,180.02,Other,Australia,YouTube,Playlist 62,25-34,2.15,4049
YOU_563,Song 563,Artist 263,Album 163,Jazz,1988,193,23,315.93,German,Brazil,YouTube,Playlist 63,19-24,4.56,8289
YOU_564,Song 564,Artist 264,Album 164,Rock,1975,155,56,357.73,French,Brazil,YouTube,Playlist 64,13-18,4.52,1903
YOU_565,Song 565,Artist 265,Album 165,Hip-Hop,2003,220,19,215.49,Other,UK,YouTube,Playlist 65,13-18,4.03,7649
YOU_566,Song 566,Artist 266,Album 166,Classical,1987,275,82,153.91,French,Canada,YouTube,Playlist 66,45+,3.25,3570
YOU_567,Song 567,Artist 267,Album 167,EDM,1982,374,76,481.14,Korean,Germany,YouTube,Playlist 67,25-34,1.48,5376
YOU_568,Song 568,Artist 268,Album 168,Pop,2010,290,55,482.28,Japanese,Germany,YouTube,Playlist 68,25-34,3.13,42
YOU_569,Song 569,Artist 269,Album 169,Classical,1992,335,92,145.43,Other,Brazil,YouTube,Playlist 69,13-18,2.43,6385
YOU_570,Song 570,Artist 270,Album 170,EDM,1988,289,92,240.33,Spanish,USA,YouTube,Playlist 70,19-24,4.17,1577
YOU_571,Song 571,Artist 271,Album 171,Jazz,2014,371,60,486.45,French,Germany,YouTube,Playlist 71,13-18,4.03,6065
YOU_572,Song 572,Artist 272,Album 172,Classical,1980,174,59,3.43,French,Canada,YouTube,Playlist 72,19-24,4.64,5885
YOU_573,Song 573,Artist 273,Album 173,Country,1970,210,33,206.93,English,India,YouTube,Playlist 73,25-34,1.06,8576
YOU_574,Song 574,Artist 274,Album 174,Pop,1993,397,19,51.13,German,Canada,YouTube,Playlist 74,45+,4.24,3577
YOU_575,Song 575,Artist 275,Album 175,EDM,1976,220,28,255.07,Japanese,Brazil,YouTube,Playlist 75,35-44,4.75,3238
YOU_576,Song 576,Artist 276,Album 176,EDM,1994,274,52,13.31,English,Brazil,YouTube,Playlist 76,25-34,4.16,5244
YOU_577,Song 577,Artist 277,Album 177,EDM,1990,260,49,204.04,Korean,UK,YouTube,Playlist 77,19-24,1.52,9888
YOU_578,Song 578,Artist 278,Album 178,Jazz,1984,292,37,111.13,Spanish,Australia,YouTube,Playlist 78,13-18,1.33,2134
YOU_579,Song 579,Artist 279,Album 179,Classical,1970,129,26,267.12,German,Germany,YouTube,Playlist 79,25-34,1.08,3892
YOU_580,Song 580,Artist 280,Album 180,Jazz,1981,347,99,498.0,English,Australia,YouTube,Playlist 80,45+,3.51,4321
YOU_581,Song 581,Artist 281,Album 181,Rock,1976,384,98,400.47,Other,Australia,YouTube,Playlist 81,19-24,3.52,5776
YOU_582,Song 582,Artist 282,Album 182,Rock,1984,367,99,422.98,French,Germany,YouTube,Playlist 82,13-18,4.95,5828
YOU_583,Song 583,Artist 283,Album 183,Classical,1990,366,40,318.0,French,Germany,YouTube,Playlist 83,35-44,2.59,3815
YOU_584,Song 584,Artist 284,Album 184,Country,1988,274,80,21.74,German,Brazil,YouTube,Playlist 84,19-24,2.33,295
YOU_585,Song 585,Artist 285,Album 185,Jazz,1998,153,38,104.19,French,Germany,YouTube,Playlist 85,13-18,3.5,413
YOU_586,Song 586,Artist 286,Album 186,Pop,1994,248,77,462.61,Other,USA,YouTube,Playlist 86,35-44,4.3,5956
YOU_587,Song 587,Artist 287,Album 187,EDM,2002,279,87,183.69,English,USA,YouTube,Playlist 87,13-18,4.75,6278
YOU_588,Song 588,Artist 288,Album 188,EDM,2018,208,54,52.71,English,India,YouTube,Playlist 88,35-44,4.21,6668
YOU_589,Song 589,Artist 289,Album 189,Classical,2001,212,22,351.5,French,Germany,YouTube,Playlist 89,35-44,2.71,8195
YOU_590,Song 590,Artist 290,Album 190,Country,2018,360,16,150.43,French,UK,YouTube,Playlist 90,35-44,3.54,177
YOU_591,Song 591,Artist 291,Album 191,Rock,2004,236,28,135.16,Korean,India,YouTube,Playlist 91,13-18,4.43,8937
YOU_592,Song 592,Artist 292,Album 192,Rock,2013,213,35,498.99,Spanish,Brazil,YouTube,Playlist 92,35-44,2.96,4354
YOU_593,Song 593,Artist 293,Album 193,EDM,2007,282,60,429.21,German,Germany,YouTube,Playlist 93,19-24,1.87,8843
YOU_594,Song 594,Artist 294,Album 194,Classical,1995,218,45,204.56,English,USA,YouTube,Playlist 94,45+,1.68,5914
YOU_595,Song 595,Artist 295,Album 195,Jazz,1980,232,46,490.15,German,UK,YouTube,Playlist 95,45+,1.0,5482
YOU_596,Song 596,Artist 296,Album 196,Rock,2004,210,72,325.41,Korean,India,YouTube,Playlist 96,35-44,3.87,3271
YOU_597,Song 597,Artist 297,Album 197,Jazz,1977,325,55,371.27,English,UK,YouTube,Playlist 97,45+,1.44,6687
YOU_598,Song 598,Artist 298,Album 198,Country,2015,136,86,16.73,Korean,Germany,YouTube,Playlist 98,45+,1.98,5392
YOU_599,Song 599,Artist 299,Album 199,Rock,1983,393,85,61.68,Korean,Canada,YouTube,Playlist 99,35-44,2.19,289
YOU_600,Song 600,Artist 0,Album 0,Rock,1979,292,26,316.91,Japanese,UK,YouTube,Playlist 0,35-44,3.24,8994
YOU_601,Song 601,Artist 1,Album 1,Hip-Hop,1971,235,85,449.61,French,UK,YouTube,Playlist 1,19-24,2.59,8425
YOU_602,Song 602,Artist 2,Album 2,Rock,2015,300,25,312.25,Other,Brazil,YouTube,Playlist 2,25-34,3.7,407
YOU_603,Song 603,Artist 3,Album 3,Pop,1978,210,65,67.88,Japanese,USA,YouTube,Playlist 3,13-18,1.22,693
YOU_604,Song 604,Artist 4,Album 4,Classical,1972,201,6,58.76,German,Germany,YouTube,Playlist 4,35-44,1.5,1169
YOU_605,Song 605,Artist 5,Album 5,Classical,1990,233,23,422.25,Other,UK,YouTube,Playlist 5,35-44,3.0,8623
YOU_606,Song 606,Artist 6,Album 6,Jazz,1995,376,64,70.51,German,Germany,YouTube,Playlist 6,45+,2.35,7782
YOU_607,Song 607,Artist 7,Album 7,Country,1977,177,87,260.6,French,USA,YouTube,Playlist 7,19-24,2.18,9174
YOU_608,Song 608,Artist 8,Album 8,Rock,2017,273,43,19.52,Other,Brazil,YouTube,Playlist 8,45+,1.27,3044
YOU_609,Song 609,Artist 9,Album 9,Pop,1971,235,23,41.25,Japanese,Germany,YouTube,Playlist 9,35-44,4.58,5530
YOU_610,Song 610,Artist 10,Album 10,Jazz,1975,385,96,336.5,German,Australia,YouTube,Playlist 10,35-44,3.77,4992
YOU_611,Song 611,Artist 11,Album 11,Hip-Hop,1997,322,30,344.9,Japanese,USA,YouTube,Playlist 11,45+,1.49,3924
YOU_612,Song 612,Artist 12,Album 12,Jazz,2022,160,77,171.39,French,USA,YouTube,Playlist 12,35-44,1.26,6970
YOU_613,Song 613,Artist 13,Album 13,Jazz,1998,224,18,108.59,Other,India,YouTube,Playlist 13,25-34,4.9,3312
YOU_614,Song 614,Artist 14,Album 14,Rock,1995,312,87,407.04,Other,Brazil,YouTube,Playlist 14,13-18,3.72,4318
YOU_615,Song 615,Artist 15,Album 15,Hip-Hop,1994,397,79,109.33,English,Brazil,YouTube,Playlist 15,13-18,2.67,1688
YOU_616,Song 616,Artist 16,Album 16,Jazz,1981,356,97,271.47,Korean,Australia,YouTube,Playlist 16,13-18,3.81,467
YOU_617,Song 617,Artist 17,Album 17,Pop,1974,340,21,484.14,Korean,Germany,YouTube,Playlist 17,25-34,4.03,9537
YOU_618,Song 618,Artist 18,Album 18,Pop,2003,187,57,74.78,Japanese,Canada,YouTube,Playlist 18,35-44,4.12,2422
YOU_619,Song 619,Artist 19,Album 19,Classical,2017,316,23,470.5,Other,Australia,YouTube,Playlist 19,45+,2.91,7279
YOU_620,Song 620,Artist 20,Album 20,Hip-Hop,2006,375,91,92.26,German,India,YouTube,Playlist 20,19-24,2.72,4507
YOU_621,Song 621,Artist 21,Album 21,Hip-Hop,1984,258,45,284.15,Japanese,Brazil,YouTube,Playlist 21,35-44,1.04,4721
YOU_622,Song 622,Artist 22,Album 22,Classical,2013,268,44,189.13,Japanese,USA,YouTube,Playlist 22,25-34,4.71,5371
YOU_623,Song 623,Artist 23,Album 23,Jazz,2005,218,82,482.5,Spanish,Brazil,YouTube,Playlist 23,25-34,3.41,9203
YOU_624,Song 624,Artist 24,Album 24,Hip-Hop,1984,195,88,137.5,Other,Australia,YouTube,Playlist 24,13-18,1.81,7541
YOU_625,Song 625,Artist 25,Album 25,Pop,2012,401,47,200.43,Korean,Canada,YouTube,Playlist 25,35-44,4.68,9869
YOU_626,Song 626,Artist 26,Album 26,Pop,2017,228,40,491.45,Other,UK,YouTube,Playlist 26,13-18,4.66,1486
YOU_627,Song 627,Artist 27,Album 27,Rock,1992,307,51,268.7,French,UK,YouTube,Playlist 27,19-24,4.96,9608
YOU_628,Song 628,Artist 28,Album 28,Hip-Hop,1975,318,42,251.81,Japanese,Brazil,YouTube,Playlist 28,13-18,4.5,9549
YOU_629,Song 629,Artist 29,Album 29,Jazz,2015,273,7,129.63,Spanish,Brazil,YouTube,Playlist 29,19-24,4.99,9583
YOU_630,Song 630,Artist 30,Album 30,Classical,2019,159,50,350.98,Spanish,India,YouTube,Playlist 30,25-34,1.98,9770
YOU_631,Song 631,Artist 31,Album 31,Classical,2013,252,48,8.17,Korean,Brazil,YouTube,Playlist 31,13-18,4.37,3749
YOU_632,Song 632,Artist 32,Album 32,Jazz,2012,251,84,25.71,Korean,Canada,YouTube,Playlist 32,13-18,4.29,8059
YOU_633,Song 633,Artist 33,Album 33,Country,2014,398,91,300.08,Korean,Brazil,YouTube,Playlist 33,45+,1.92,2503
YOU_634,Song 634,Artist 34,Album 34,EDM,1990,203,6,171.5,French,Germany,YouTube,Playlist 34,25-34,1.39,7855
YOU_635,Song 635,Artist 35,Album 35,Rock,1992,361,91,476.7,Spanish,Australia,YouTube,Playlist 35,45+,4.92,7055
YOU_636,Song 636,Artist 36,Album 36,Classical,2012,235,9,451.69,German,Canada,YouTube,Playlist 36,19-24,2.18,399
YOU_637,Song 637,Artist 37,Album 37,Hip-Hop,1985,228,57,357.14,French,India,YouTube,Playlist 37,19-24,4.48,4382
YOU_638,Song 638,Artist 38,Album 38,Rock,2016,340,31,409.25,English,Germany,YouTube,Playlist 38,25-34,1.02,1539
YOU_639,Song 639,Artist 39,Album 39,Hip-Hop,2022,160,21,334.0,Japanese,Germany,YouTube,Playlist 39,19-24,1.08,8428
YOU_640,Song 640,Artist 40,Album 40,Country,1984,266,90,63.67,Korean,Australia,YouTube,Playlist 40,25-34,2.86,7185
