Song ID,Title,Artist,Album,Genre,Release Year,Duration (sec),Popularity,Streams/Views (Millions),Language,Country,Platform,Playlist Name,Listener Age Group,User Rating,Comments Count
PAN_461,Song 461,Artist 161,Album 61,Rock,1998,209,51,364.01,French,Brazil,Pandora,Playlist 61,45+,1.46,9421
PAN_462,Song 462,Artist 162,Album 62,Hip-Hop,1970,223,85,393.47,English,India,Pandora,Playlist 62,35-44,3.13,7354
PAN_463,Song 463,Artist 163,Album 63,Rock,2004,238,67,122.61,English,Australia,Pandora,Playlist 63,25-34,4.43,2529
PAN_464,Song 464,Artist 164,Album 64,Pop,1975,252,45,153.64,Japanese,USA,Pandora,Playlist 64,13-18,3.95,1430
PAN_465,Song 465,Artist 165,Album 65,Classical,2006,215,8,242.08,Spanish,India,Pandora,Playlist 65,45+,1.86,3912
PAN_466,Song 466,Artist 166,Album 66,Jazz,2022,262,87,32.53,German,UK,Pandora,Playlist 66,13-18,2.6,1532
PAN_467,Song 467,Artist 167,Album 67,Rock,1974,407,16,305.96,English,Canada,Pandora,Playlist 67,25-34,3.03,1892
PAN_468,Song 468,Artist 168,Album 68,Country,2002,147,77,491.88,English,Brazil,Pandora,Playlist 68,19-24,4.24,1421
PAN_469,Song 469,Artist 169,Album 69,Pop,2018,397,67,181.04,Spanish,Germany,Pandora,Playlist 69,45+,4.36,8582
PAN_470,Song 470,Artist 170,Album 70,Jazz,2020,352,9,376.67,Spanish,USA,Pandora,Playlist 70,13-18,4.64,5768
PAN_471,Song 471,Artist 171,Album 71,Classical,1983,136,60,250.52,Korean,Germany,Pandora,Playlist 71,19-24,3.04,2818
PAN_472,Song 472,Artist 172,Album 72,Jazz,1981,178,78,64.78,Other,Germany,Pandora,Playlist 72,35-44,3.78,5617
PAN_473,Song 473,Artist 173,Album 73,Pop,2011,209,77,291.54,French,Germany,Pandora,Playlist 73,25-34,1.45,1195
PAN_474,Song 474,Artist 174,Album 74,EDM,1989,318,71,150.64,German,Brazil,Pandora,Playlist 74,25-34,3.26,6229
PAN_475,Song 475,Artist 175,Album 75,EDM,2022,145,15,18.17,Korean,USA,Pandora,Playlist 75,45+,1.99,9049
PAN_476,Song 476,Artist 176,Album 76,Jazz,2019,144,71,317.83,English,USA,Pandora,Playlist 76,13-18,2.73,5305
PAN_477,Song 477,Artist 177,Album 77,Hip-Hop,1993,386,98,429.61,Spanish,Australia,Pandora,Playlist 77,35-44,3.54,9708
PAN_478,Song 478,Artist 178,Album 78,Country,2012,300,41,173.04,Japanese,Germany,Pandora,Playlist 78,45+,2.03,8077
PAN_479,Song 479,Artist 179,Album 79,Country,2003,187,22,195.76,French,Australia,Pandora,Playlist 79,45+,1.21,9345
PAN_480,Song 480,Artist 180,Album 80,Jazz,1994,168,24,445.62,Korean,Australia,Pandora,Playlist 80,13-18,1.04,842
PAN_481,Song 481,Artist 181,Album 81,Rock,2019,294,44,406.99,Japanese,Canada,Pandora,Playlist 81,35-44,1.09,5200
PAN_482,Song 482,Artist 182,Album 82,Rock,1998,171,1,357.76,French,Brazil,Pandora,Playlist 82,13-18,1.03,5921
PAN_483,Song 483,Artist 183,Album 83,Country,2008,221,10,125.15,Other,Brazil,Pandora,Playlist 83,25-34,1.44,9874
PAN_484,Song 484,Artist 184,Album 84,Country,2000,335,80,455.2,Other,India,Pandora,Playlist 84,19-24,1.96,294
PAN_485,Song 485,Artist 185,Album 85,EDM,2016,307,72,78.05,Japanese,Australia,Pandora,Playlist 85,25-34,1.88,6097
PAN_486,Song 486,Artist 186,Album 86,Hip-Hop,2012,176,56,313.76,Spanish,Brazil,Pandora,Playlist 86,25-34,4.95,6412
PAN_487,Song 487,Artist 187,Album 87,Pop,2019,166,89,15.37,Korean,Germany,Pandora,Playlist 87,45+,2.22,8836
PAN_488,Song 488,Artist 188,Album 88,Rock,1992,278,50,322.22,Korean,UK,Pandora,Playlist 88,25-34,1.51,6678
PAN_489,Song 489,Artist 189,Album 89,Country,2013,293,12,139.3,Other,Germany,Pandora,Playlist 89,35-44,3.18,5020
PAN_490,Song 490,Artist 190,Album 90,EDM,2007,361,89,225.39,French,USA,Pandora,Playlist 90,25-34,4.43,5743
PAN_491,Song 491,Artist 191,Album 91,Classical,1989,401,81,173.29,Japanese,Brazil,Pandora,Playlist 91,35-44,3.71,110
PAN_492,Song 492,Artist 192,Album 92,EDM,1992,360,60,87.21,Spanish,Brazil,Pandora,Playlist 92,13-18,2.18,8775
PAN_493,Song 493,Artist 193,Album 93,Rock,2014,124,26,311.37,English,India,Pandora,Playlist 93,45+,3.25,9678
PAN_494,Song 494,Artist 194,Album 94,Rock,2021,203,78,441.11,Korean,Australia,Pandora,Playlist 94,35-44,3.86,4864
PAN_495,Song 495,Artist 195,Album 95,EDM,1985,367,41,479.58,English,UK,Pandora,Playlist 95,25-34,3.91,1648
PAN_496,Song 496,Artist 196,Album 96,Pop,2019,173,36,96.98,Spanish,Brazil,Pandora,Playlist 96,45+,3.67,6381
PAN_497,Song 497,Artist 197,Album 97,Jazz,2011,280,23,358.97,Other,India,Pandora,Playlist 97,45+,4.48,2381
PAN_498,Song 498,Artist 198,Album 98,Rock,1977,345,43,332.51,Korean,India,Pandora,Playlist 98,35-44,4.48,105
PAN_499,Song 499,Artist 199,Album 99,EDM,2019,134,6,172.35,Korean,UK,Pandora,Playlist 99,35-44,3.32,5818
PAN_500,Song 500,Artist 200,Album 100,Country,1990,343,69,10.53,Japanese,Germany,Pandora,Playlist 0,19-24,2.72,9886
PAN_501,Song 501,Artist 201,Album 101,EDM,1970,180,43,345.21,English,Germany,Pandora,Playlist 1,19-24,3.57,9925
PAN_502,Song 502,Artist 202,Album 102,Hip-Hop,1977,241,25,472.8,Other,Germany,Pandora,Playlist 2,45+,4.27,381
PAN_503,Song 503,Artist 203,Album 103,Jazz,1998,396,18,316.43,Japanese,Canada,Pandora,Playlist 3,19-24,1.02,4356
PAN_504,Song 504,Artist 204,Album 104,Classical,2001,165,62,218.21,German,Australia,Pandora,Playlist 4,25-34,4.97,5918
PAN_505,Song 505,Artist 205,Album 105,Pop,2007,413,13,263.05,English,Australia,Pandora,Playlist 5,13-18,1.73,1316
PAN_506,Song 506,Artist 206,Album 106,Classical,1974,181,43,100.61,English,Germany,Pandora,Playlist 6,45+,2.88,5454
PAN_507,Song 507,Artist 207,Album 107,Jazz,2016,205,78,375.52,German,UK,Pandora,Playlist 7,13-18,4.49,4074
PAN_508,Song 508,Artist 208,Album 108,Jazz,1991,329,28,373.46,Spanish,Canada,Pandora,Playlist 8,19-24,1.9,4804
PAN_509,Song 509,Artist 209,Album 109,Jazz,2016,197,18,73.61,Spanish,Australia,Pandora,Playlist 9,35-44,2.91,906
PAN_510,Song 510,Artist 210,Album 110,Classical,2003,321,59,439.11,Korean,Germany,Pandora,Playlist 10,45+,1.53,7621
PAN_511,Song 511,Artist 211,Album 111,Country,1970,342,60,135.33,French,Canada,Pandora,Playlist 11,19-24,2.58,662
PAN_512,Song 512,Artist 212,Album 112,Jazz,1995,341,63,491.15,Japanese,UK,Pandora,Playlist 12,25-34,1.71,6718
PAN_513,Song 513,Artist 213,Album 113,EDM,2012,122,57,192.07,French,Germany,Pandora,Playlist 13,45+,2.45,8654
PAN_514,Song 514,Artist 214,Album 114,Classical,1979,125,92,89.76,Korean,USA,Pandora,Playlist 14,45+,2.49,942
PAN_515,Song 515,Artist 215,Album 115,Jazz,1999,212,51,176.51,French,Brazil,Pandora,Playlist 15,35-44,4.97,8349
PAN_516,Song 516,Artist 216,Album 116,EDM,2019,127,56,220.65,English,UK,Pandora,Playlist 16,45+,4.98,6415
PAN_517,Song 517,Artist 217,Album 117,Country,1987,354,27,35.58,English,India,Pandora,Playlist 17,35-44,1.46,3309
PAN_518,Song 518,Artist 218,Album 118,Hip-Hop,1986,227,32,289.53,German,India,Pandora,Playlist 18,19-24,3.9,1326
PAN_519,Song 519,Artist 219,Album 119,Country,1995,280,9,299.22,German,UK,Pandora,Playlist 19,25-34,1.21,2106
PAN_520,Song 520,Artist 220,Album 120,Jazz,1977,328,96,369.73,Korean,India,Pandora,Playlist 20,25-34,1.12,4799
PAN_521,Song 521,Artist 221,Album 121,Classical,2016,359,84,15.56,Korean,Australia,Pandora,Playlist 21,45+,1.42,8839
PAN_522,Song 522,Artist 222,Album 122,Rock,2009,169,92,271.08,Other,UK,Pandora,Playlist 22,45+,4.86,2938
PAN_523,Song 523,Artist 223,Album 123,Jazz,2018,130,97,27.4,Korean,USA,Pandora,Playlist 23,19-24,4.76,2483
PAN_524,Song 524,Artist 224,Album 124,Rock,1981,275,68,350.87,English,UK,Pandora,Playlist 24,35-44,1.78,1375
PAN_525,Song 525,Artist 225,Album 125,EDM,1996,189,46,28.81,French,Germany,Pandora,Playlist 25,25-34,1.65,7856
PAN_526,Song 526,Artist 226,Album 126,Hip-Hop,1977,288,98,455.95,Japanese,Germany,Pandora,Playlist 26,35-44,1.96,244
PAN_527,Song 527,Artist 227,Album 127,Pop,1994,391,67,351.34,Other,Canada,Pandora,Playlist 27,19-24,3.06,2348
PAN_528,Song 528,Artist 228,Album 128,Country,2015,187,26,254.19,Other,India,Pandora,Playlist 28,25-34,3.28,9059
PAN_529,Song 529,Artist 229,Album 129,Hip-Hop,1973,371,8,221.31,Other,Brazil,Pandora,Playlist 29,25-34,1.89,479
PAN_530,Song 530,Artist 230,Album 130,Jazz,2002,167,6,66.21,Korean,India,Pandora,Playlist 30,13-18,4.03,1935
PAN_531,Song 531,Artist 231,Album 131,Rock,1970,303,80,146.21,Korean,Australia,Pandora,Playlist 31,19-24,2.24,5757
PAN_532,Song 532,Artist 232,Album 132,Country,1988,306,24,434.61,English,UK,Pandora,Playlist 32,19-24,4.69,87
PAN_533,Song 533,Artist 233,Album 133,Rock,2000,209,48,452.32,Japanese,Brazil,Pandora,Playlist 33,13-18,3.63,9432
PAN_534,Song 534,Artist 234,Album 134,Classical,1985,258,94,1.37,English,Brazil,Pandora,Playlist 34,35-44,2.75,8764
PAN_535,Song 535,Artist 235,Album 135,Rock,1983,208,45,297.47,Japanese,India,Pandora,Playlist 35,13-18,4.16,9005
PAN_536,Song 536,Artist 236,Album 136,Classical,2022,393,13,359.93,English,Brazil,Pandora,Playlist 36,19-24,4.27,178
PAN_537,Song 537,Artist 237,Album 137,EDM,2017,138,69,309.75,French,Brazil,Pandora,Playlist 37,35-44,2.16,9917
PAN_538,Song 538,Artist 238,Album 138,Country,1974,273,25,41.76,Korean,Germany,Pandora,Playlist 38,25-34,2.36,162
PAN_539,Song 539,Artist 239,Album 139,Country,2010,379,20,109.64,Spanish,USA,Pandora,Playlist 39,13-18,4.74,2640
PAN_540,Song 540,Artist 240,Album 140,Pop,1995,227,82,125.92,Spanish,UK,Pandora,Playlist 40,35-44,1.66,9197
PAN_541,Song 541,Artist 241,Album 141,Jazz,1997,404,82,416.03,Korean,India,Pandora,Playlist 41,35-44,1.17,2348
PAN_542,Song 542,Artist 242,Album 142,Classical,1971,178,66,232.14,Other,Germany,Pandora,Playlist 42,35-44,2.82,2421
PAN_543,Song 543,Artist 243,Album 143,Pop,2019,244,74,243.93,Korean,Australia,Pandora,Playlist 43,13-18,4.2,4298
PAN_544,Song 544,Artist 244,Album 144,Rock,1975,392,45,467.51,Korean,Australia,Pandora,Playlist 44,25-34,4.09,4142
PAN_545,Song 545,Artist 245,Album 145,Rock,1978,226,47,318.91,Korean,Canada,Pandora,Playlist 45,35-44,4.68,4503
PAN_546,Song 546,Artist 246,Album 146,Pop,2002,418,63,449.44,Other,Brazil,Pandora,Playlist 46,13-18,3.13,1217
PAN_547,Song 547,Artist 247,Album 147,Country,2010,364,76,228.8,Japanese,Brazil,Pandora,Playlist 47,19-24,1.4,2474
PAN_548,Song 548,Artist 248,Album 148,Rock,1994,366,77,75.57,French,India,Pandora,Playlist 48,13-18,3.35,929
PAN_549,Song 549,Artist 249,Album 149,EDM,2017,127,55,465.04,Spanish,USA,Pandora,Playlist 49,13-18,4.11,7958
PAN_550,Song 550,Artist 250,Album 150,EDM,1982,260,75,229.89,German,USA,Pandora,Playlist 50,13-18,1.37,8508
PAN_551,Song 551,Artist 251,Album 151,Pop,1978,127,19,91.63,Spanish,India,Pandora,Playlist 51,35-44,1.69,1502
PAN_552,Song 552,Artist 252,Album 152,Classical,2022,213,35,151.9,Spanish,India,Pandora,Playlist 52,13-18,1.05,420
PAN_553,Song 553,Artist 253,Album 153,Classical,1982,158,53,26.35,Other,Germany,Pandora,Playlist 53,19-24,3.37,5830
PAN_554,Song 554,Artist 254,Album 154,Pop,2000,200,26,234.68,English,Australia,Pandora,Playlist 54,35-44,4.55,4358
PAN_555,Song 555,Artist 255,Album 155,Classical,2010,306,14,426.71,Korean,India,Pandora,Playlist 55,19-24,3.68,1449
PAN_556,Song 556,Artist 256,Album 156,Country,1980,203,45,466.86,Korean,Australia,Pandora,Playlist 56,45+,4.93,5811
PAN_557,Song 557,Artist 257,Album 157,Country,1973,207,44,466.37,Korean,Canada,Pandora,Playlist 57,13-18,1.25,8619
PAN_558,Song 558,Artist 258,Album 158,Classical,2003,361,88,63.49,English,Australia,Pandora,Playlist 58,35-44,4.61,7871
PAN_559,Song 559,Artist 259,Album 159,EDM,2007,212,65,191.64,Other,Germany,Pandora,Playlist 59,35-44,4.26,8588
PAN_560,Song 560,Artist 260,Album 160,Classical,2015,205,51,15.09,French,Brazil,Pandora,Playlist 60,13-18,2.26,8987
PAN_561,Song 561,Artist 261,Album 161,Country,1973,163,43,427.73,French,Brazil,Pandora,Playlist 61,25-34,4.89,106
PAN_562,Song 562,Artist 262,Album 162,Hip-Hop,2007,256,86,180.02,Other,Australia,Pandora,Playlist 62,25-34,2.15,4049
PAN_563,Song 563,Artist 263,Album 163,Jazz,1988,193,23,315.93,German,Brazil,Pandora,Playlist 63,19-24,4.56,8289
PAN_564,Song 564,Artist 264,Album 164,Rock,1975,155,56,357.73,French,Brazil,Pandora,Playlist 64,13-18,4.52,1903
PAN_565,Song 565,Artist 265,Album 165,Hip-Hop,2003,220,19,215.49,Other,UK,Pandora,Playlist 65,13-18,4.03,7649
PAN_566,Song 566,Artist 266,Album 166,Classical,1987,275,82,153.91,French,Canada,Pandora,Playlist 66,45+,3.25,3570
PAN_567,Song 567,Artist 267,Album 167,EDM,1982,374,76,481.14,Korean,Germany,Pandora,Playlist 67,25-34,1.48,5376
PAN_568,Song 568,Artist 268,Album 168,Pop,2010,290,55,482.28,Japanese,Germany,Pandora,Playlist 68,25-34,3.13,42
PAN_569,Song 569,Artist 269,Album 169,Classical,1992,335,92,145.43,Other,Brazil,Pandora,Playlist 69,13-18,2.43,6385
PAN_570,Song 570,Artist 270,Album 170,EDM,1988,289,92,240.33,Spanish,USA,Pandora,Playlist 70,19-24,4.17,1577
PAN_571,Song 571,Artist 271,Album 171,Jazz,2014,371,60,486.45,French,Germany,Pandora,Playlist 71,13-18,4.03,6065
PAN_572,Song 572,Artist 272,Album 172,Classical,1980,174,59,3.43,French,Canada,Pandora,Playlist 72,19-24,4.64,5885
PAN_573,Song 573,Artist 273,Album 173,Country,1970,210,33,206.93,English,India,Pandora,Playlist 73,25-34,1.06,8576
PAN_574,Song 574,Artist 274,Album 174,Pop,1993,397,19,51.13,German,Canada,Pandora,Playlist 74,45+,4.24,3577
PAN_575,Song 575,Artist 275,Album 175,EDM,1976,220,28,255.07,Japanese,Brazil,Pandora,Playlist 75,35-44,4.75,3238
PAN_576,Song 576,Artist 276,Album 176,EDM,1994,274,52,13.31,English,Brazil,Pandora,Playlist 76,25-34,4.16,5244
PAN_577,Song 577,Artist 277,Album 177,EDM,1990,260,49,204.04,Korean,UK,Pandora,Playlist 77,19-24,1.52,9888
PAN_578,Song 578,Artist 278,Album 178,Jazz,1984,292,37,111.13,Spanish,Australia,Pandora,Playlist 78,13-18,1.33,2134
PAN_579,Song 579,Artist 279,Album 179,Classical,1970,129,26,267.12,German,Germany,Pandora,Playlist 79,25-34,1.08,3892
PAN_580,Song 580,Artist 280,Album 180,Jazz,1981,347,99,498.0,English,Australia,Pandora,Playlist 80,45+,3.51,4321
PAN_581,Song 581,Artist 281,Album 181,Rock,1976,384,98,400.47,Other,Australia,Pandora,Playlist 81,19-24,3.52,5776
PAN_582,Song 582,Artist 282,Album 182,Rock,1984,367,99,422.98,French,Germany,Pandora,Playlist 82,13-18,4.95,5828
PAN_583,Song 583,Artist 283,Album 183,Classical,1990,366,40,318.0,French,Germany,Pandora,Playlist 83,35-44,2.59,3815
PAN_584,Song 584,Artist 284,Album 184,Country,1988,274,80,21.74,German,Brazil,Pandora,Playlist 84,19-24,2.33,295
PAN_585,Song 585,Artist 285,Album 185,Jazz,1998,153,38,104.19,French,Germany,Pandora,Playlist 85,13-18,3.5,413
PAN_586,Song 586,Artist 286,Album 186,Pop,1994,248,77,462.61,Other,USA,Pandora,Playlist 86,35-44,4.3,5956
PAN_587,Song 587,Artist 287,Album 187,EDM,2002,279,87,183.69,English,USA,Pandora,Playlist 87,13-18,4.75,6278
PAN_588,Song 588,Artist 288,Album 188,EDM,2018,208,54,52.71,English,India,Pandora,Playlist 88,35-44,4.21,6668
PAN_589,Song 589,Artist 289,Album 189,Classical,2001,212,22,351.5,French,Germany,Pandora,Playlist 89,35-44,2.71,8195
PAN_590,Song 590,Artist 290,Album 190,Country,2018,360,16,150.43,French,UK,Pandora,Playlist 90,35-44,3.54,177
PAN_591,Song 591,Artist 291,Album 191,Rock,2004,236,28,135.16,Korean,India,Pandora,Playlist 91,13-18,4.43,8937
PAN_592,Song 592,Artist 292,Album 192,Rock,2013,213,35,498.99,Spanish,Brazil,Pandora,Playlist 92,35-44,2.96,4354
PAN_593,Song 593,Artist 293,Album 193,EDM,2007,282,60,429.21,German,Germany,Pandora,Playlist 93,19-24,1.87,8843
PAN_594,Song 594,Artist 294,Album 194,Classical,1995,218,45,204.56,English,USA,Pandora,Playlist 94,45+,1.68,5914
PAN_595,Song 595,Artist 295,Album 195,Jazz,1980,232,46,490.15,German,UK,Pandora,Playlist 95,45+,1.0,5482
PAN_596,Song 596,Artist 296,Album 196,Rock,2004,210,72,325.41,Korean,India,Pandora,Playlist 96,35-44,3.87,3271
PAN_597,Song 597,Artist 297,Album 197,Jazz,1977,325,55,371.27,English,UK,Pandora,Playlist 97,45+,1.44,6687
PAN_598,Song 598,Artist 298,Album 198,Country,2015,136,86,16.73,Korean,Germany,Pandora,Playlist 98,45+,1.98,5392
PAN_599,Song 599,Artist 299,Album 199,Rock,1983,393,85,61.68,Korean,Canada,Pandora,Playlist 99,35-44,2.19,289
PAN_600,Song 600,Artist 0,Album 0,Rock,1979,292,26,316.91,Japanese,UK,Pandora,Playlist 0,35-44,3.24,8994
PAN_601,Song 601,Artist 1,Album 1,Hip-Hop,1971,235,85,449.61,French,UK,Pandora,Playlist 1,19-24,2.59,8425
PAN_602,Song 602,Artist 2,Album 2,Rock,2015,300,25,312.25,Other,Brazil,Pandora,Playlist 2,25-34,3.7,407
PAN_603,Song 603,Artist 3,Album 3,Pop,1978,210,65,67.88,Japanese,USA,Pandora,Playlist 3,13-18,1.22,693
PAN_604,Song 604,Artist 4,Album 4,Classical,1972,201,6,58.76,German,Germany,Pandora,Playlist 4,35-44,1.5,1169
PAN_605,Song 605,Artist 5,Album 5,Classical,1990,233,23,422.25,Other,UK,Pandora,Playlist 5,35-44,3.0,8623
PAN_606,Song 606,Artist 6,Album 6,Jazz,1995,376,64,70.51,German,Germany,Pandora,Playlist 6,45+,2.35,7782
PAN_607,Song 607,Artist 7,Album 7,Country,1977,177,87,260.6,French,USA,Pandora,Playlist 7,19-24,2.18,9174
PAN_608,Song 608,Artist 8,Album 8,Rock,2017,273,43,19.52,Other,Brazil,Pandora,Playlist 8,45+,1.27,3044
PAN_609,Song 609,Artist 9,Album 9,Pop,1971,235,23,41.25,Japanese,Germany,Pandora,Playlist 9,35-44,4.58,5530
PAN_610,Song 610,Artist 10,Album 10,Jazz,1975,385,96,336.5,German,Australia,Pandora,Playlist 10,35-44,3.77,4992
PAN_611,Song 611,Artist 11,Album 11,Hip-Hop,1997,322,30,344.9,Japanese,USA,Pandora,Playlist 11,45+,1.49,3924
PAN_612,Song 612,Artist 12,Album 12,Jazz,2022,160,77,171.39,French,USA,Pandora,Playlist 12,35-44,1.26,6970
PAN_613,Song 613,Artist 13,Album 13,Jazz,1998,224,18,108.59,Other,India,Pandora,Playlist 13,25-34,4.9,3312
PAN_614,Song 614,Artist 14,Album 14,Rock,1995,312,87,407.04,Other,Brazil,Pandora,Playlist 14,13-18,3.72,4318
PAN_615,Song 615,Artist 15,Album 15,Hip-Hop,1994,397,79,109.33,English,Brazil,Pandora,Playlist 15,13-18,2.67,1688
PAN_616,Song 616,Artist 16,Album 16,Jazz,1981,356,97,271.47,Korean,Australia,Pandora,Playlist 16,13-18,3.81,467
PAN_617,Song 617,Artist 17,Album 17,Pop,1974,340,21,484.14,Korean,Germany,Pandora,Playlist 17,25-34,4.03,9537
PAN_618,Song 618,Artist 18,Album 18,Pop,2003,187,57,74.78,Japanese,Canada,Pandora,Playlist 18,35-44,4.12,2422
PAN_619,Song 619,Artist 19,Album 19,Classical,2017,316,23,470.5,Other,Australia,Pandora,Playlist 19,45+,2.91,7279
PAN_620,Song 620,Artist 20,Album 20,Hip-Hop,2006,375,91,92.26,German,India,Pandora,Playlist 20,19-24,2.72,4507
PAN_621,Song 621,Artist 21,Album 21,Hip-Hop,1984,258,45,284.15,Japanese,Brazil,Pandora,Playlist 21,35-44,1.04,4721
PAN_622,Song 622,Artist 22,Album 22,Classical,2013,268,44,189.13,Japanese,USA,Pandora,Playlist 22,25-34,4.71,5371
PAN_623,Song 623,Artist 23,Album 23,Jazz,2005,218,82,482.5,Spanish,Brazil,Pandora,Playlist 23,25-34,3.41,9203
PAN_624,Song 624,Artist 24,Album 24,Hip-Hop,1984,195,88,137.5,Other,Australia,Pandora,Playlist 24,13-18,1.81,7541
PAN_625,Song 625,Artist 25,Album 25,Pop,2012,401,47,200.43,Korean,Canada,Pandora,Playlist 25,35-44,4.68,9869
PAN_626,Song 626,Artist 26,Album 26,Pop,2017,228,40,491.45,Other,UK,Pandora,Playlist 26,13-18,4.66,1486
PAN_627,Song 627,Artist 27,Album 27,Rock,1992,307,51,268.7,French,UK,Pandora,Playlist 27,19-24,4.96,9608
PAN_628,Song 628,Artist 28,Album 28,Hip-Hop,1975,318,42,251.81,Japanese,Brazil,Pandora,Playlist 28,13-18,4.5,9549
PAN_629,Song 629,Artist 29,Album 29,Jazz,2015,273,7,129.63,Spanish,Brazil,Pandora,Playlist 29,19-24,4.99,9583
PAN_630,Song 630,Artist 30,Album 30,Classical,2019,159,50,350.98,Spanish,India,Pandora,Playlist 30,25-34,1.98,9770
PAN_631,Song 631,Artist 31,Album 31,Classical,2013,252,48,8.17,Korean,Brazil,Pandora,Playlist 31,13-18,4.37,3749
PAN_632,Song 632,Artist 32,Album 32,Jazz,2012,251,84,25.71,Korean,Canada,Pandora,Playlist 32,13-18,4.29,8059
PAN_633,Song 633,Artist 33,Album 33,Country,2014,398,91,300.08,Korean,Brazil,Pandora,Playlist 33,45+,1.92,2503
PAN_634,Song 634,Artist 34,Album 34,EDM,1990,203,6,171.5,French,Germany,Pandora,Playlist 34,25-34,1.39,7855
PAN_635,Song 635,Artist 35,Album 35,Rock,1992,361,91,476.7,Spanish,Australia,Pandora,Playlist 35,45+,4.92,7055
PAN_636,Song 636,Artist 36,Album 36,Classical,2012,235,9,451.69,German,Canada,Pandora,Playlist 36,19-24,2.18,399
PAN_637,Song 637,Artist 37,Album 37,Hip-Hop,1985,228,57,357.14,French,India,Pandora,Playlist 37,19-24,4.48,4382
PAN_638,Song 638,Artist 38,Album 38,Rock,2016,340,31,409.25,English,Germany,Pandora,Playlist 38,25-34,1.02,1539
PAN_639,Song 639,Artist 39,Album 39,Hip-Hop,2022,160,21,334.0,Japanese,Germany,Pandora,Playlist 39,19-24,1.08,8428
PAN_640,Song 640,Artist 40,Album 40,Country,1984,266,90,63.67,Korean,Australia,Pandora,Playlist 40,25-34,2.86,7185
PAN_641,Song 641,Artist 41,Album 41,Pop,1994,231,40,383.01,Spanish,UK,Pandora,Playlist 41,19-24,1.95,4910
PAN_642,Song 642,Artist 42,Album 42,Rock,2005,222,45,105.89,Japanese,Canada,Pandora,Playlist 42,35-44,3.76,9119
PAN_643,Song 643,Artist 43,Album 43,Classical,1980,165,77,162.4,Other,Australia,Pandora,Playlist 43,13-18,3.26,4509
PAN_644,Song 644,Artist 44,Album 44,Rock,2020,390,49,409.8,French,Germany,Pandora,Playlist 44,35-44,1.31,6051
PAN_645,Song 645,Artist 45,Album 45,Rock,1984,314,87,268.73,English,India,Pandora,Playlist 45,25-34,1.65,6152
PAN_646,Song 646,Artist 46,Album 46,Rock,1973,399,20,430.11,Other,Australia,Pandora,Playlist 46,25-34,2.55,8611
PAN_647,Song 647,Artist 47,Album 47,EDM,1990,402,92,107.3,French,UK,Pandora,Playlist 47,35-44,1.74,4124
PAN_648,Song 648,Artist 48,Album 48,Rock,1982,159,17,304.28,French,Germany,Pandora,Playlist 48,13-18,4.17,2395
PAN_649,Song 649,Artist 49,Album 49,Hip-Hop,1991,308,28,42.81,German,Australia,Pandora,Playlist 49,13-18,2.66,8852
PAN_650,Song 650,Artist 50,Album 50,Pop,1988,283,41,321.89,Japanese,Canada,Pandora,Playlist 50,45+,1.37,3950
PAN_651,Song 651,Artist 51,Album 51,Country,2003,143,66,381.5,German,UK,Pandora,Playlist 51,19-24,2.94,449
PAN_652,Song 652,Artist 52,Album 52,Jazz,1983,143,25,292.88,French,Canada,Pandora,Playlist 52,45+,1.36,379
PAN_653,Song 653,Artist 53,Album 53,Rock,1973,123,58,133.85,English,Canada,Pandora,Playlist 53,13-18,1.52,9442
PAN_654,Song 654,Artist 54,Album 54,Classical,2017,409,41,16.64,Spanish,Canada,Pandora,Playlist 54,35-44,1.96,7285
PAN_655,Song 655,Artist 55,Album 55,Rock,2022,300,6,60.6,Spanish,Australia,Pandora,Playlist 55,19-24,4.44,2301
PAN_656,Song 656,Artist 56,Album 56,Classical,2021,367,75,311.53,Other,UK,Pandora,Playlist 56,35-44,4.7,7710
PAN_657,Song 657,Artist 57,Album 57,Hip-Hop,2015,235,38,467.28,Japanese,Australia,Pandora,Playlist 57,45+,4.31,5792
PAN_658,Song 658,Artist 58,Album 58,Classical,1996,398,6,104.06,Korean,Australia,Pandora,Playlist 58,25-34,2.34,8918
PAN_659,Song 659,Artist 59,Album 59,Jazz,1998,188,45,367.78,Korean,Australia,Pandora,Playlist 59,35-44,2.09,9659
PAN_660,Song 660,Artist 60,Album 60,Pop,2016,373,75,433.36,Spanish,Germany,Pandora,Playlist 60,45+,3.2,7216
PAN_661,Song 661,Artist 61,Album 61,Classical,1997,300,14,260.92,French,Brazil,Pandora,Playlist 61,45+,3.89,4905
PAN_662,Song 662,Artist 62,Album 62,Classical,2004,288,66,334.96,French,USA,Pandora,Playlist 62,45+,4.97,5999
PAN_663,Song 663,Artist 63,Album 63,Pop,1977,368,40,407.69,German,Germany,Pandora,Playlist 63,25-34,1.53,8607
PAN_664,Song 664,Artist 64,Album 64,Jazz,1985,307,3,131.08,Japanese,UK,Pandora,Playlist 64,25-34,1.2,7122
PAN_665,Song 665,Artist 65,Album 65,Rock,2011,173,99,149.15,German,USA,Pandora,Playlist 65,25-34,3.78,599
PAN_666,Song 666,Artist 66,Album 66,Classical,2005,257,97,1.31,Korean,USA,Pandora,Playlist 66,19-24,4.33,7288
PAN_667,Song 667,Artist 67,Album 67,Pop,1999,287,24,481.58,Spanish,USA,Pandora,Playlist 67,25-34,4.39,7921
